type,blockId,stopId
lime-bus,481130190462,19727
lime-bus,481130004091,28051
lime-bus,481130190405,28936
lime-bus,481130209002,13009
lime-bus,481130209002,13009
lime-bus,481130204022,13015
lime-bus,481130204022,13015
lime-bus,481130204022,13028
lime-bus,481130204022,13028
lime-bus,481130209002,13034
lime-bus,481130209002,13034
lime-bus,481130209002,13035
lime-bus,481130209002,13035
lime-bus,481130078301,13195
lime-bus,481130078321,13195
lime-bus,481130078321,13239
lime-bus,481130078301,13239
lime-bus,481130209002,13256
lime-bus,481130209002,13256
lime-bus,481130208004,13296
lime-bus,481130208004,13296
lime-bus,481130208004,13296
lime-bus,481130208004,13296
lime-bus,481130020022,13458
lime-bus,481130020022,13458
lime-bus,481130007061,13542
lime-bus,481130007061,13542
lime-bus,481130007051,13555
lime-bus,481130007051,13555
lime-bus,481130027033,13569
lime-bus,481130027031,13569
lime-bus,481130204012,13604
lime-bus,481130027032,13606
lime-bus,481130027032,13606
lime-bus,481130031021,13733
lime-bus,481130031021,13733
lime-bus,481130022003,13879
lime-bus,481130020012,14135
lime-bus,481130008022,14234
lime-bus,481130008011,14234
lime-bus,481130008011,14249
lime-bus,481130008022,14249
lime-bus,481130100012,14303
lime-bus,481130100015,14303
lime-bus,481130079103,14312
lime-bus,481130077022,14342
lime-bus,481130077022,14342
lime-bus,481130077022,14342
lime-bus,481130099003,14359
lime-bus,481130099003,14359
lime-bus,481130077022,14384
lime-bus,481130004092,14416
lime-bus,481130004092,14416
lime-bus,481130019013,14431
lime-bus,481130017051,14431
lime-bus,481130017051,14437
lime-bus,481130019013,14437
lime-bus,481130004072,14451
lime-bus,481130004014,14451
lime-bus,481130059023,14528
lime-bus,481130006112,14630
lime-bus,481130006112,14630
lime-bus,481130003004,14878
lime-bus,481130009021,14903
lime-bus,481130008012,14908
lime-bus,481130016011,14908
lime-bus,481130016021,14912
lime-bus,481130016011,14912
lime-bus,481130008012,14912
lime-bus,481130008013,14918
lime-bus,481130003004,14941
lime-bus,481130031021,14963
lime-bus,481130031021,14963
lime-bus,481130031021,14963
lime-bus,481130031021,14963
lime-bus,481130132012,14986
lime-bus,481130132012,15084
lime-bus,481130204012,15121
lime-bus,481130204012,15121
lime-bus,481130121021,15159
lime-bus,481130121021,15159
lime-bus,481130211002,15312
lime-bus,481130005012,15400
lime-bus,481130031031,15408
lime-bus,481130031031,15408
lime-bus,481130005012,15421
lime-bus,481130099003,15461
lime-bus,481130099003,15461
lime-bus,481130004091,15492
lime-bus,481130100013,15492
lime-bus,481130211002,15578
lime-bus,481130211002,15578
lime-bus,481130020022,15589
lime-bus,481130020022,15645
lime-bus,481130211002,15654
lime-bus,481130208003,15842
lime-bus,481130208003,15842
lime-bus,481130208004,15891
lime-bus,481130208002,15891
lime-bus,481130211002,15951
lime-bus,481130211002,15951
lime-bus,481130209002,15955
lime-bus,481130209002,15955
lime-bus,481130209002,15965
lime-bus,481130209002,15965
lime-bus,481130211002,15967
lime-bus,481130211002,15967
lime-bus,481130165341,16084
lime-bus,481130165341,16084
lime-bus,481130108071,16169
lime-bus,481130108071,16169
lime-bus,481130100014,16188
lime-bus,481130100014,16188
lime-bus,481130004103,16293
lime-bus,481130004103,16293
lime-bus,481130006112,16308
lime-bus,481130006112,16308
lime-bus,481130006081,16308
lime-bus,481130017051,16317
lime-bus,481130100015,16450
lime-bus,481130100011,16450
lime-bus,481130100032,16453
lime-bus,481130100032,16453
lime-bus,481130100032,16453
lime-bus,481130167111,16588
lime-bus,481130167111,16588
lime-bus,481130110042,16719
lime-bus,481130110042,16719
lime-bus,481130110042,16748
lime-bus,481130110042,16748
lime-bus,481130110042,16748
lime-bus,481130016011,16774
lime-bus,481130016011,16774
lime-bus,481130081012,16840
lime-bus,481130081021,16840
lime-bus,481130081021,16885
lime-bus,481130081021,16885
lime-bus,481130100032,17108
lime-bus,481130100032,17112
lime-bus,481130100032,17112
lime-bus,481130100032,17120
lime-bus,481130100032,17120
lime-bus,481130100031,17139
lime-bus,481130100032,17149
lime-bus,481130100032,17149
lime-bus,481130100032,17157
lime-bus,481130100032,17157
lime-bus,481130122131,17183
lime-bus,481130122122,17195
lime-bus,481130122122,17195
lime-bus,481130125022,17276
lime-bus,481130125022,17276
lime-bus,481130119012,17362
lime-bus,481130119021,17362
lime-bus,481130118021,17378
lime-bus,481130118022,17378
lime-bus,481130110042,17443
lime-bus,481130112022,17452
lime-bus,481130112022,17452
lime-bus,481130092031,17470
lime-bus,481130090012,17473
lime-bus,481130122074,17493
lime-bus,481130112021,17516
lime-bus,481130165261,17541
lime-bus,481130165262,17541
lime-bus,481130165261,17541
lime-bus,481130165262,17541
lime-bus,481130109043,17542
lime-bus,481130108092,17667
lime-bus,481130108091,17667
lime-bus,481130192084,17835
lime-bus,481130031021,17981
lime-bus,481130031021,17981
lime-bus,481130116031,18004
lime-bus,481130107043,18008
lime-bus,481130107043,18008
lime-bus,481130020022,18029
lime-bus,481130020022,18029
lime-bus,481130031021,18116
lime-bus,481130031021,18116
lime-bus,481130190351,18140
lime-bus,481130185053,18146
lime-bus,481130185053,18146
lime-bus,481130185053,18146
lime-bus,481130078351,18157
lime-bus,481130078342,18157
lime-bus,481130078342,18166
lime-bus,481130078351,18166
lime-bus,481130099003,18324
lime-bus,481130099003,18324
lime-bus,481130137291,18354
lime-bus,481130031021,18526
lime-bus,481130031021,18526
lime-bus,481130141552,18531
lime-bus,481130141612,18540
lime-bus,481130141612,18540
lime-bus,481130149031,18555
lime-bus,481130149031,18555
lime-bus,481130100013,18561
lime-bus,481130100013,18561
lime-bus,481130100032,18571
lime-bus,481130100032,18572
lime-bus,481130100032,18572
lime-bus,484399800001,18594
lime-bus,481130143142,18604
lime-bus,481130143142,18604
lime-bus,481130141592,18615
lime-bus,481130141592,18615
lime-bus,481130141581,18622
lime-bus,481130067021,18706
lime-bus,481130067021,18706
lime-bus,481130067021,18738
lime-bus,481130147043,18818
lime-bus,481130147043,18818
lime-bus,481130144101,18922
lime-bus,481130152071,18944
lime-bus,481130151011,18944
lime-bus,481210216432,19087
lime-bus,481210216392,19087
lime-bus,481130207004,19156
lime-bus,481210216344,19225
lime-bus,480850318082,19278
lime-bus,481130132021,19350
lime-bus,481130132021,19350
lime-bus,481130192152,19421
lime-bus,481130190482,19695
lime-bus,481130190482,19695
lime-bus,481130190461,19762
lime-bus,480850319011,19802
lime-bus,480850320141,19802
lime-bus,481130137293,20030
lime-bus,481130192153,20043
lime-bus,481130192152,20043
lime-bus,481130027032,20128
lime-bus,481130141512,20238
lime-bus,481130141243,20238
lime-bus,481130147041,20248
lime-bus,481130190491,20395
lime-bus,481130190491,20395
lime-bus,481130031031,20431
lime-bus,481130031031,20431
lime-bus,481130031021,20444
lime-bus,481130031021,20444
lime-bus,481130108071,20496
lime-bus,481130108071,20496
lime-bus,481130204021,20529
lime-bus,481130031021,20529
lime-bus,481130185063,20544
lime-bus,481130185063,20544
lime-bus,481130185063,20549
lime-bus,481130185063,20549
lime-bus,481130125021,20576
lime-bus,481130125021,20576
lime-bus,481130108082,20646
lime-bus,481130108082,20646
lime-bus,481130204021,20685
lime-bus,481130204021,20685
lime-bus,481130141401,20716
lime-bus,481130141612,20716
lime-bus,480850318083,20814
lime-bus,480850318083,20814
lime-bus,480850319011,20873
lime-bus,480850319011,20873
lime-bus,481130031031,20997
lime-bus,481130031031,20997
lime-bus,481130100032,21012
lime-bus,481130100032,21012
lime-bus,481130031031,21020
lime-bus,481130031031,21020
lime-bus,481130031021,21024
lime-bus,481130031021,21024
lime-bus,481130108043,21089
lime-bus,481130100032,21101
lime-bus,481130100032,21101
lime-bus,481130125022,21142
lime-bus,481130125021,21142
lime-bus,481130128023,21152
lime-bus,481130128023,21152
lime-bus,481130100011,21209
lime-bus,481130100011,21209
lime-bus,481130143142,21426
lime-bus,481130205003,21488
lime-bus,481130099003,21692
lime-bus,481130099003,21692
lime-bus,480850319022,21772
lime-bus,480850319011,21772
lime-bus,481130100032,21830
lime-bus,481130100032,21830
lime-bus,481130118013,22135
lime-bus,481130136291,22191
lime-bus,481130136291,22191
lime-bus,481130167102,22217
lime-bus,481130167101,22217
lime-bus,481130141592,22372
lime-bus,481130141592,22372
lime-bus,481130192153,22562
lime-bus,481130192153,22562
lime-bus,481130192143,22581
lime-bus,481130190406,22585
lime-bus,481130190406,22585
lime-bus,481130190406,22586
lime-bus,481130190406,22586
lime-bus,481130209001,22789
lime-bus,481130209001,22789
lime-bus,481130209001,22790
lime-bus,481130209001,22790
lime-bus,481130141532,22798
lime-bus,481130141532,22799
lime-bus,481130100032,22834
lime-bus,481130100032,22834
lime-bus,481130100032,22896
lime-bus,481130100032,22896
lime-bus,481130078332,22957
lime-bus,481130078331,22957
lime-bus,481130078331,22958
lime-bus,481130078332,22958
lime-bus,481130100011,22972
lime-bus,481130079103,23010
lime-bus,481130131074,23169
lime-bus,481130131072,23169
lime-bus,481130190532,23306
lime-bus,481130190532,23306
lime-bus,481130190531,23307
lime-bus,481130190532,23307
lime-bus,480850320191,23308
lime-bus,480850320191,23308
lime-bus,481130211002,23353
lime-bus,481130141441,23546
lime-bus,481130141441,23546
lime-bus,481130141522,23547
lime-bus,481130141512,23547
lime-bus,481130141243,23572
lime-bus,481130141243,23572
lime-bus,481130151011,23614
lime-bus,481130137293,23635
lime-bus,481130137293,23635
lime-bus,481130137291,23636
lime-bus,481130137293,23636
lime-bus,481130123025,23718
lime-bus,481130209002,23773
lime-bus,481130209002,23773
lime-bus,481130128022,23836
lime-bus,481130128022,23836
lime-bus,481130128023,23837
lime-bus,481130128023,23837
lime-bus,481130166352,23870
lime-bus,481130166353,23870
lime-bus,484399800001,23899
lime-bus,484399800001,23899
lime-bus,481130031031,23995
lime-bus,481130204021,23995
lime-bus,481130108091,24036
lime-bus,481130108091,24036
lime-bus,481130149031,24084
lime-bus,481130149031,24084
lime-bus,481130100032,24143
lime-bus,481130100032,24143
lime-bus,481130211002,24208
lime-bus,481130100013,24282
lime-bus,481130100012,24282
lime-bus,481130100013,24282
lime-bus,481130100012,24282
lime-bus,481130078101,24291
lime-bus,481130078101,24291
lime-bus,481130126044,24369
lime-bus,481130119012,24407
lime-bus,481130118021,24407
lime-bus,481130190442,25202
lime-bus,481130190472,25203
lime-bus,481130204021,25315
lime-bus,481130204021,25315
lime-bus,481130204021,25315
lime-bus,481130204021,25315
lime-bus,481130211002,25652
lime-bus,480850316752,25720
lime-bus,481130141512,25763
lime-bus,481130141441,25763
lime-bus,481130141441,25766
lime-bus,481130141441,25766
lime-bus,481130140021,25836
lime-bus,481130140021,25836
lime-bus,481130136271,25924
lime-bus,481130136271,25924
lime-bus,481130117011,26005
lime-bus,481130004091,26086
lime-bus,481130004091,26086
lime-bus,480850316721,26120
lime-bus,480850316721,26120
lime-bus,480850316731,26120
lime-bus,480850316731,26120
lime-bus,480850316731,26121
lime-bus,480850316731,26121
lime-bus,481130136285,26195
lime-bus,481130136285,26195
lime-bus,481130141491,26380
lime-bus,481130143152,26410
lime-bus,481130143152,26411
lime-bus,481130077022,26468
lime-bus,481130165341,26577
lime-bus,481130165341,26577
lime-bus,481130107043,26588
lime-bus,481130100032,26600
lime-bus,481130100032,26600
lime-bus,481130204021,26608
lime-bus,481130204021,26608
lime-bus,480850316712,26731
lime-bus,480850316713,26731
lime-bus,481130181522,26772
lime-bus,481130181522,26772
lime-bus,481130119011,26814
lime-bus,481130119012,26814
lime-bus,481130117011,26819
lime-bus,481130117011,26819
lime-bus,481130090012,26847
lime-bus,481130090012,26847
lime-bus,481130121021,26848
lime-bus,481130118022,26908
lime-bus,481130118022,26908
lime-bus,481130121012,26940
lime-bus,481130121012,26940
lime-bus,481130209002,27110
lime-bus,481130209002,27110
lime-bus,481130165342,27160
lime-bus,481130165342,27160
lime-bus,484399800001,27307
lime-bus,484399800001,27307
lime-bus,484399800001,27313
lime-bus,484399800001,27313
lime-bus,484399800001,27316
lime-bus,481130126044,27468
lime-bus,481130126044,27476
lime-bus,481130141501,27579
lime-bus,481130141501,27579
lime-bus,481130016011,27822
lime-bus,481130016011,27822
lime-bus,481130100012,27831
lime-bus,481130100012,27831
lime-bus,481130190461,28065
lime-bus,481130190461,28065
lime-bus,481130190461,28066
lime-bus,481130031021,28076
lime-bus,481130167102,28079
lime-bus,481130167101,28079
lime-bus,481130152082,28161
lime-bus,480850316473,28282
lime-bus,480850316473,28282
lime-bus,481130107015,28368
lime-bus,481130107015,28368
lime-bus,481130136271,28416
lime-bus,481130136271,28416
lime-bus,481130099003,28490
lime-bus,481130099003,28490
lime-bus,481130100031,28550
lime-bus,481130128021,28587
lime-bus,481130128023,28587
lime-bus,481130204021,28593
lime-bus,481130204021,28593
lime-bus,481130204021,28594
lime-bus,481130204021,28594
lime-bus,481130100014,28632
lime-bus,481130165333,28715
lime-bus,481130190194,28801
lime-bus,481130100011,28890
lime-bus,481130004091,28891
lime-bus,481130078282,28937
lime-bus,481130132021,28967
lime-bus,481130132021,28967
lime-bus,481130136291,28981
lime-bus,481130100012,29085
lime-bus,481130190521,29120
lime-bus,480850318162,29120
lime-bus,481130090021,29257
lime-bus,481130092042,29257
lime-bus,481130109061,29261
lime-bus,481130109061,29261
lime-bus,481130205003,29276
lime-bus,481130190482,29505
lime-bus,480850319011,29641
lime-bus,481130141443,29703
lime-bus,481130141443,29703
lime-bus,481130190482,29775
lime-bus,481130212002,29905
lime-bus,481130212001,29905
lime-bus,481130204021,29974
lime-bus,481130031031,29974
lime-bus,481130141243,29976
lime-bus,481130141243,29976
lime-bus,481130031021,30052
lime-bus,481130031021,30052
lime-bus,481130141501,30094
lime-bus,481130141501,30094
lime-bus,481210216344,30118
lime-bus,480850318162,30267
lime-bus,480850318162,30267
lime-bus,481130166353,30278
lime-bus,481130166353,30278
lime-bus,481130132023,30291
lime-bus,481130004092,30323
lime-bus,481130004091,30323
lime-bus,481130004091,30323
lime-bus,481130208004,30337
lime-bus,481130190521,30468
lime-bus,481130190521,30468
lime-bus,481130122074,30473
lime-bus,481130122074,30473
lime-bus,481130027031,30477
lime-bus,480850316216,30504
lime-bus,481130165331,30539
lime-bus,481130165341,30539
lime-bus,481130166353,30568
lime-bus,481130166353,30568
lime-bus,481130109061,30598
lime-bus,481130109061,30598
lime-bus,481130100032,30610
lime-bus,481130100032,30610
lime-bus,484399800001,30676
lime-bus,484399800001,30676
lime-bus,481130181522,30706
lime-bus,481130181522,30706
lime-bus,484399800001,30722
lime-bus,481130141592,30756
lime-bus,481130141592,30756
lime-bus,481130123025,30797
lime-bus,481130123025,30797
lime-bus,481130123025,30806
lime-bus,481130141542,30882
lime-bus,481130141481,30882
lime-bus,481130141481,30891
lime-bus,481130141542,30891
lime-bus,481130081021,30963
lime-bus,481130185063,31039
lime-bus,481130185063,31039
lime-bus,481130167111,31548
lime-bus,481130167111,31548
lime-bus,481130141592,31686
lime-bus,481130141592,31686
lime-bus,481130181511,31754
lime-bus,481130181522,31754
lime-bus,480850319011,31790
lime-bus,480850319011,31790
lime-bus,481130167091,31804
lime-bus,481130123025,31825
lime-bus,480850320151,31842
lime-bus,480850316751,31869
lime-bus,480850316741,31869
lime-bus,480850316741,31870
lime-bus,480850316741,31870
lime-bus,480850316722,31881
lime-bus,480850316473,31900
lime-bus,480850316473,31900
lime-bus,480850317222,31924
lime-bus,480850317223,31924
lime-bus,481130152082,31952
lime-bus,480850319022,32030
lime-bus,481130077012,32118
lime-bus,481130077011,32118
lime-bus,480850316703,32127
lime-bus,481130125011,32223
lime-bus,481130125022,32223
lime-bus,481130004091,32291
lime-bus,481130004092,32291
lime-bus,481130100032,32296
lime-bus,481130100032,32296
lime-bus,481130067021,32349
lime-bus,481130100013,32366
lime-bus,481130141591,32524
lime-bus,481130141591,32524
lime-bus,481130141591,32538
lime-bus,481130141591,32538
lime-bus,481130109061,32542
lime-bus,481130109061,32542
lime-bus,480850316704,32623
lime-bus,480850316704,32623
lime-bus,480850316703,32624
lime-bus,480850316704,32624
lime-bus,480850316711,32627
lime-bus,481130181562,32676
lime-bus,481130181562,32676
lime-bus,481130181562,32676
lime-bus,481130181562,32676
lime-bus,481139801001,32736
lime-bus,481139801001,32736
lime-bus,481130141243,32740
lime-bus,481130141243,32740
lime-bus,481130100011,32808
lime-bus,481130100011,32808
lime-bus,481139802001,32947
lime-bus,481139802001,32947
lime-bus,481130100013,32956
lime-bus,481130100013,32956
lime-bus,480850316704,32974
lime-bus,480850316701,32974
lime-bus,480850316701,33001
lime-bus,480850316701,33001
lime-bus,481130181373,33013
lime-bus,481130019011,33014
lime-bus,481130019013,33014
lime-bus,481130181502,33016
lime-bus,481130181492,33016
lime-bus,481130181502,33016
lime-bus,481130181492,33016
lime-bus,481130031031,33089
lime-bus,481130031031,33089
lime-bus,481130190491,33090
lime-bus,481130100013,33106
lime-bus,481130100013,33106
lime-bus,480850318131,33120
lime-bus,481130141243,33173
lime-bus,481130141243,33173
lime-bus,481130141243,33176
lime-bus,481130141243,33176
lime-bus,481130204011,33179
lime-bus,481130204011,33180
lime-bus,481130204011,33180
lime-bus,481130190405,33183
lime-bus,481130190405,33183
lime-bus,481130210001,33223
lime-bus,481130190531,33224
lime-bus,481130017051,33225
lime-bus,481130017051,33225
lime-bus,481130110041,33228
lime-bus,481130149031,33229
lime-bus,480850316216,33233
lime-bus,481130204021,33237
lime-bus,481130017051,33242
lime-bus,481130136284,33245
lime-bus,481130031021,33246
lime-bus,481130031021,33246
lime-bus,481130078283,33248
lime-bus,481130190521,33249
lime-bus,481130016011,33255
lime-bus,484391065186,33258
lime-bus,480850319042,33260
lime-bus,484399800001,33263
lime-bus,484399800001,33263
lime-bus,481130149031,33264
lime-bus,481130141443,33269
lime-bus,480850319021,33275
lime-bus,480850319021,33275
lime-bus,480850319021,33276
lime-bus,481130007042,33278
lime-bus,481130007042,33278
lime-bus,481130191011,33281
lime-bus,481130204022,33282
lime-bus,481139801001,33284
lime-bus,481139801001,33284
lime-bus,481130004072,33285
lime-bus,481130004014,33286
lime-bus,481130072031,33295
lime-bus,481130100014,33296
lime-bus,481130185063,33297
lime-bus,481130027032,33301
lime-bus,481130208002,33301
lime-bus,481130136284,33305
lime-bus,480850319021,33313
lime-bus,481130143142,33315
lime-bus,481139800001,33316
lime-bus,481130208001,33325
lime-bus,481130208002,33325
lime-bus,481130208002,33326
lime-bus,481130142071,33335
lime-bus,481130017051,33338
lime-bus,481130017051,33338
lime-bus,481130141571,33357
lime-bus,481130019013,33373
lime-bus,481130019013,33373
lime-bus,481130078282,33383
lime-bus,481130191011,33437
lime-bus,481130191011,33437
